album,artist,author,author_position,coverart,date,genre,link,record_label,review,review_abstract,score,year_release
Courtcase 2000,Cats in Paris,by: Adam Moerder,,https://media.pitchfork.com/photos/5929bcd55e6ef95969322f25/1:1/w_160/8177eae1.jpg,2008-09-12 05:00:04,Pop/R&B,https://www.pitchfork.com/reviews/albums/12186-courtcase-2000/,Akoustic Anarkhy,"Filing Cats in Paris into a nice, neat genre niche may prove difficult, but it's not hard noting they're another band coasting on the recent tidal wave of ADD-afflicted music. Like Architecture in Helsinki, Late of the Pier, and Evangelicals, Manchester's Cats in Paris believe the three-minute pop song belongs to the past and that 21st century music should bombard the senses with the same fury as pop-up ads and RSS readers. No surprise then that debut LP Courtcase 2000 is a labyrinth of an album, its sweet spots barely recouping the cost of having to invest a staggering amount of time listening and absorbing. Glam rock, electro, and twee feature most prominently on the band's palette, usually in that order. Most of these tracks open with pomp and circumstance, then ease into a smug synth groove before the guy/girl vocal tag team of Sara Beard and Michael Watson sweetens the deal with some start/stop melodies. Armed with a stockpile of instruments and space-age effects, the band pushes a brand of 1980s 8-bit nostalgia that's just weird enough to not sound overly trendy. Single ""Foxes"" is a rare exception-- its burping NES synths and kewl indie dance swagger totally vie for block party mixtape play alongside CSS and Crystal Castles-- but the track's focused structure serves as a nice changeup from the rest of Courtcase's choas. Luckily, the band more often sounds cute than hip. The chirpy harmonies on ""Castle Walls"" feel like Mates of State uploaded into Super Mario Bros., and the strings on ""Cold Products""-- even during the song's cacophonous freakouts-- wouldn't sound out of place on a Broken Social Scene cut. At times though, Watson's piercing howl can have the haunting effect of fellow screamers like the Evangelicals' Josh Jones or Kevin Barnes. Often bailing out some of the more nebulous freakout tracks, Watson's shriek dabbles in space glam pathos (""The Curse of Jonah Brian""), twitchy electro anxiety (""Loose Tooth Tactile""), and ethereal indie operatics (""Flame Throwers""), essentially stealing the spotlight from any track that allows his voice to shine. The problem, though, is that nearly every segment of every track sounds like it's trying to one-up its predecessor and get its shine. Even with long instrumental stretches and unpredictable segues, the album feels like one constant build and demolition after another, and that's just exhausting. Still, there's something to be said for a debut album that so vehemently defies conformity, even if it kinda cuts off its nose to spite its face in the process. If they never do become exceptional, this four-piece should always at least sound unique, and that'll earn you way more spins than the average indie rookie act.","Like Architecture in Helsinki, Late of the Pier, and Evangelicals, Manchester's Cats in Paris bombard the senses with the same fury as pop-up ads and RSS readers. Glam rock, electro, and twee feature most prominently on the band's palette, usually in that order.
",6.1,
Mugiboogie,Mugison,by: Stuart Berman,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bce013d197565213b3f9/1:1/w_160/71cde647.jpg,2008-09-12 05:00:03,Pop/R&B,https://www.pitchfork.com/reviews/albums/12195-mugiboogie/,Ipecac,"Icelandic musicians are at inherent disadvantage among Western pop performers, what with the isolation, high cost of living, and a small population that need only generate 5,000 sales for a gold record. But as native son Örn Elías Guðmundsson-- aka Mugison-- illustrates, the country does yield one benefit for aspiring artists: really awesome locations for press-photo shoots. In his promo pics, we see Mugison variously riding horses in mountainous terrain, casually laying down on ice caps, and canoeing through rocky waterways dressed as a fish trapper-- no boring brick-wall backgrounds for this guy. Based on these images alone, it's tempting to-- as we do with most Icelandic artists-- interpret Mugison's music as a product of his home country's mysterious landscape (try Googling ""Sigur Rós + glaciers"") or rich folkloric tradition (ditto for ""Björk + elf""). But on his madcap third album, Mugiboogie, the former laptop-tronic artist makes a case for an Icelandic pop music defined not by topography or mythology, but rather basic geography-- in that his country's location puts him a in a fortuitous position to absorb the influence of American blues, British psych-folk and, when the mood strikes, Scandinavian black metal. ""Every performer is a preacher,"" Mugison sings on the solo acoustic blues of Mugiboogie's ""The Pathetic Anthem"", but his performance style is more informed by the notion that every preacher is a performer. Like the Veils' Finn Andrews-- another artist whose recent output has betrayed a fascination with American Southern Baptist tradition-- Mugison is not so much interested in the religiosity of the pulpit as the theatrics, because, as one song puts it, ""Jesus is such a good name to moan."" But Mugison's vigorous showmanship-- effectively conjuring the writhing, sweaty-browed anguish of a man of the cloth who's been caught in a by-the-hour motel with his pants down-- isn't always enough to elevate his songs beyond genre exercises; strip away his lusty growls and squeals, and the glammed-up stomp of the title track and the shuffling folk-funk of ""To the Bone"" aren't that far removed from standard-issue bar-rock. Perhaps sensing a potential drift toward the middle of the road, Mugison spends the rest of Mugiboogie alternating between sharp rights and lefts, even going so far as to adopt a Cookie Monster growl on twin tribal-metal freak-outs ""I'm Alright"" and ""Two Thumb Sucking Son of a Boyo""-- both of which can be read as either the external manifestation of his preacher persona's inner demons, or just an easy way to endear himself to Ipecac boss Mike Patton. But he also reveals himself to be a Harry Nilsson-like pop maverick that, for all of Mugison's eager-to-please affectations, is ultimately his most naturally pleasing mode, as evinced by the falsettoed broom-swept barfly blues of ""The Animal"" or the glockenspieled lullaby ""George Harrison"", a heartfelt appeal to live by the late Beatle's example, complete with gently weeping guitar slides. However, it's the centerpiece orchestro-folk ballad ""Deep Breathing"" that truly rewards your humoring Mugison's various whims: it's a plea for patience that feels like an interior address to the singer's own scatterbrained psyche, his pulse calmed by a wondrous string arrangement that sends the song heavenward without overwhelming it-- proof that Mugison need not act like a preacher to make you a believer.","On his madcap third album, Mugiboogie, the former laptop-tronic artist makes a case for an Icelandic pop music defined not by topography or mythology, but rather basic geography-- in that his country's location puts him in a fortuitous position to absorb the influence of American blues, British psych-folk and, when the mood strikes, Scandinavian black metal.
",6.2,
Fabric 41,Luciano,by: Andy Battaglia,,https://media.pitchfork.com/photos/5929bcd1ea9e61561daa7578/1:1/w_160/e2145d0f.jpg,2008-09-12 05:00:02,Electronic,https://www.pitchfork.com/reviews/albums/12181-fabric-41/,Fabric,"As a DJ, producer, and head of one of the most interesting electronic music labels around, Luciano has fashioned himself something of an ideal character for those of us who appreciate both cerebral rhythm studies and diva-decked house classics spun at just the right time. He's championed the former with some of the odd, starchy curios put out by his label, Cadenza, and he's advocated for the latter in closely monitored DJ sets-- many of which flit through the file-trade ether-- that sound ready to argue that the right time for diva-decked house classics is, more or less, all the time. Luciano is an ideal choice for a Fabric mix, then, especially at a time when many have started to question where heady dance music might yet stand to wander in terms of style and approach. One realm that remains forever fertile is governed by manic, messy thrills, the kind that suggest vigorous manhandling but seem only to really happen by happy accident. That's the realm that Luciano nails on Fabric 41. Unlike Ricardo Villalobos' storied Fabric 36 from last year-- an impressive feat of self-possession that nonetheless lacked a certain something in measures of vitality-- Luciano's set beds down with thrills and lets the smart parts tumble out for the taking. The mix starts off seemingly in a holding pattern, with Rhadoo's ""Slagare"" loitering at the ready for something to click into it. That comes by way of an a cappella track in Spanish and then, quickly, a burst of bass and zone-out strobes in ""Yo Momo"" by D'Julz. None of the above is easy to isolate in a mixing method that's all about overlap: Indeed, Luciano is a master of interstitial mixes so kinetic that the tracks themselves seem to be eagerly listening in to figure out how exactly they might be meant to go together. A track by Los Updates takes a curious turn with singer Jorge González sighing an ambivalent tale of a club where bank tellers dance to the hits in an atmosphere that is ""no much fun,"" but Luciano's own remix of it also introduces Latin rhythmic accents that grow more hectic and humid as the set rolls on. From there it grows bigger and funkier, with gliding house by Alex Picone and warm bass by Johnny D, before taking a sort of breathless breather with M83's moody organ ode ""In Church"". It's not long before the celestial cedes to the earthy, however, in Inner City's ""Good Love"", a vocal-strewn track goosed-up with big splashing handclaps and miniaturist whirligig turns in another Luciano remix. They're the kind of casual but catalytic adornments that Luciano seems to add by just the simplest of whims, and they're shaken all over a Fabric mix that makes good on the idea of a mix-CD meaning something while answering its charge to do something, too.","A great DJ with Swiss/Chilean roots surveys what can happen when dance tracks start to listen to themselves.
",8.5,
The Rex the Dog Show,Rex the Dog,by: Mark Pytlik,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bce7ea9e61561daa75b8/1:1/w_160/cb1d7b59.jpg,2008-09-12 05:00:01,Electronic,https://www.pitchfork.com/reviews/albums/12201-the-rex-the-dog-show/,Hundehaus,"There was a time when the relative anonymity of the DJ was seen as a detriment to electronic music at large. Indie and rock music had things like haircuts, tabloid-friendly internecine squabbles, and famous couples to grain-feed its addiction to the cult of personality; dance music didn't even have a stage. In the internet era, however, the rules of engagement are a little more elastic. Recent records from retiring bedroom musicians like Burial and Sally Shapiro have not only debunked the notion that a persona, or even a face, is a pre-cursor for success, they've upended the formula by making mystery an asset. In an environment where bios, blog updates, photos, live footage, firsthand tidbits, and friends-of-friends are as ordinary as pennies, a little bit of riddle goes a long way. The riddle known as Rex the Dog began in 2004, when tracks credited to the artist were issued on Kompakt compilations and 12""s. First came ""Prototype"", a pulsing, bleeping, expertly crafted bit of electro that occasionally gave the appearance of folding in on itself, like origami. Then came the peeling synths and muscular rhythms of ""Frequency"", an arena-ready workout that made up for its garishness with infectious energy. Its B-side was even better: an auto-tuned ode to Eurocheese with French house flavors, the jokey and joyously poppy ""I Look Into Mid Air"" cemented the notion of Rex the Dog as a producer reveling in the tastelessness afforded by anonymity. The cat and mouse game was fun while it lasted, and for a few years, the rumor-mongering and online conjecture fed dutifully back into RtD's modest myth. Eventually, though, the secret proved too big for techno's incestuous, inbred scene to contain, or, evidently, for Rex to live up to; the more that clues and anecdotes pointed to producer Jake Williams (aka JX) as the culprit, the more Rex the Dog's output flagged. In 2007, RtD released a by-the-numbers remix of the Knife's ""Marble House"" that felt more like a lazy retread of old motifs. You could almost hear him circling the drain. And then, out of nowhere, comes this. Williams has since put the speculation to rest by formally coming out as Rex the Dog, but it's hard to tell if this full-length collection of early singles, remixes and new tracks is meant to close the door on his moniker or open it. While new tracks like the house-inflected ""Bubblicious"" (which gives prominent placing to an old Alison Moyet vocal from Yazoo's ""Midnight""), the synth-hit happy ""Gecko"", and the driving ""Circulate"" hint at the RtD of old, it's tough to shake the sense that this newer material is sheenier, more predictable, and less arch than it was in the Kompakt days. A cynic might suggest that this album is Williams' attempt to have it both ways by re-inventing RtD as a more populist DJ while simultaneously anthologizing his previous success, but nothing about The Rex the Dog Show feels quite so calculated. Instead, it feels like exactly what it is: a slipshod collection of songs constructed intermittently, in broad strokes, over a period of years. There's joy to be had here, but after such a compellingly assembled origin story, The Rex the Dog Show isn't quite the next chapter you want it to be.","Kompakt's former mystery man was responsible for an outstanding string of singles earlier this decade-- ""Frequency"" / ""I Look Into Mid Air"" and ""Prototype""-- but once the cloak of anonymity began to be lifted, the magic seemed to erode. Can Jake Williams regain it on his debut full-length?
",5.5,
7 Songs Belfast,Mark Kozelek,by: Joe Tangari,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bcdfc0084474cd0c2b9e/1:1/w_160/d9fbcfca.jpeg,2008-09-12 05:00:00,Rock,https://www.pitchfork.com/reviews/albums/12194-7-songs-belfast/,Caldo Verde,"Mark Kozelek's fans can't accuse him of holding out on them; whether with Red House Painters, Sun Kil Moon, or under his own name, he keeps them supplied. His latest gift is 7 Songs Belfast, a quickie record documenting a solo acoustic performance. It's aimed squarely at fans-- it includes no new songs, and for a limited time the CD comes free if you order something else from his Caldo Verde website. It's also available as a digital download for four bucks. Kozelek's voice is a vehicle for ache-- his skillful acoustic guitar playing is almost besides the point as he unfurls those long, slow melodies. He's not a man of many tempos, preferring to keep it slow, but his sound is one you can luxuriate in all the same. Always fond of covers (twice devoting entire albums to the songs of another artist), here he reprises his version of John Denver's ""Around and Around"" from If You Want Blood and Rock 'n' Roll Singer alongside a half-dozen originals. Among the originals, four appeared on a previous small-edition live compilation, Nights, though in different versions. The three Sun Kil Moon selections differ most in this setting from the originals, which is natural as that's typically Kozelek's most rock-oriented project. ""Gentle Moon"" is especially lovely stripped to its bare essentials-- the hesitations in the melody stand out, and Kozelek must have been playing a spacious room, because the reverberation accentuates the loneliness of his delivery. Among the Red House Painters selections, ""River"" greatly benefits from paring back, in part because the Old Ramon version is a bit sludgy and plodding-- losing that weight makes the melody more nimble and immediately affecting. The highlight of the set is RHP's timeless ""San Geronimo"", where Kozelek's lines about lost memories of his youth pass like ghosts over his sharp fingerpicking. It's a microcosm of the larger album-- few can sing with more authority and still come off as ephemeral as Kozelek. Unsurprisingly then, this is a beautiful recording. It's no substitute for his best works-- Sun Kil Moon's Ghosts of the Great Highway or the Red House Painters' Ocean Beach are still the best Kozelek starting points-- but it nicely slots in next to his other records and is a must for his many devoted fans.","Quickly on the heels of his excellent Sun Kil Moon LP, April, Mark Kozelek issues another in his long series of small-edition releases, this time a handful of songs documenting a solo acoustic performance in the UK.
",7.2,
"Seven Lucky Plays, or How to Fix Songs for a Broken Heart",Ilya Monosov,by: Roque Strew,,https://media.pitchfork.com/photos/5929bcbeea9e61561daa7549/1:1/w_160/8c58bf4f.jpg,2008-09-11 06:00:05,Folk/Country,https://www.pitchfork.com/reviews/albums/12164-seven-lucky-plays-or-how-to-fix-songs-for-a-broken-heart/,Language of StoneIlya Monosov,"Is it possible to take Ilya Monosov as seriously as he takes himself? Even before you scan the tracklist, let along ilsten to his new album, you are beset with that flamboyant title, Seven Lucky Plays, or How to Fix Songs for a Broken Heart, and a cover photograph that, minding the laws of MySpace self-portraiture, aches to lay bare this man's whole spirit. It truly is that unmediated. Call it brute-force sincerity. ""Tricycle"" lays out the plan, with a softly tickled guitar that immediately recalls the Espers-- no surprise, given that Espers' Greg Weeks not only runs Language of Stone, the forest-dwelling label putting out Seven Lucky Plays, but also recorded and played on this release. If only he picked up a pen. ""When I am in you/ I am reminded/ Of my tricycle,"" floats out as Monosov's nonsensical refrain, but it is the line ""I was busy chasing all the butterflies that captured all the color that I knew"" that nudges lethally close to Hallmark poetry. It's tough to pardon the sins perpetrated here as artifacts of bad translation: this would slight the mother language. Anyone can hear the rustic beauty in the arrangements, which pay respect to the Takoma fingerpicking masters among other earthy traditions, and Weeks is likely the man to thank. (At its moodier moments, the crossing of guitar and strings surprisingly bring to mind A Silver Mt. Zion, too.) But the aura is routinely punctured by Monosov's songwriting. A number of sleazily obvious lines (""I tried to taste your beauty"") could easily pop up in the banter of a late-night Cinemax feature. And Monosov's voice, a murmuring, flatter echo of Leonard Cohen's, only amplifies the unpoetic creepiness of the material. In past releases for Eclipse and Elevator Bath (2005's Architectures on Air and Other Works) Monosov styled himself a ""sound artist"" more at home among the white-walled galleries, with his highbrow play and brainy experiments, than the dustier trails of American folk. Seven Lucky Plays barely hints at this intellectually spunkier, if emotionally drier, past work. The press materials try. They boast that the songs here are based on 11 years of creative writing, saying that ""early exposure to Russian dissident culture greatly affected his life and art."" If the end product didn't resemble a page from a hipster rake's Moleskine, mumbled into a tavern's open mike, that boast wouldn't seem so grotesque to historians of Russian dissident culture. The upside to all this is that there's a new restraint in Monosov's music that listeners will welcome. It is tempting to credit Weeks for this welcome change of emphasis: a compositional shift toward subtlety. But if Monosov is going to keep singing, he should extend this sense of understatement to his own words, pencilling out, say, bodily tastes and erotically charged tricycles, and replacing them with bolder images and better metaphors. We all hope the maturity that marked his earlier work will eventually spill into his writing tablet. Otherwise, Monosov should revisit and revive his wordless sound-artist era.","With help from Espers' Greg Weeks-- who recorded and played on this album, as well as released it on his label-- sound artist Ilya Monosov trades white-walled galleries and highbrow experiments for the dustier trails of American folk.
",4.8,
Living on the Other Side,The Donkeys,by: Stephen M. Deusner,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bcc0ea9e61561daa754d/1:1/w_160/b63d98e9.jpg,2008-09-11 06:00:04,Rock,https://www.pitchfork.com/reviews/albums/12165-living-on-the-other-side/,Dead Oceans,"Yes, the Donkeys are from Southern California. San Diego, to be precise. That much is clear just a few notes into their second album, Living on the Other Side, a sort of retro SoCal prospecting that yields mostly fool's gold. The Donkeys have suitably dusty harmonies, guitar licks homesteading in the Bakersfield exurbs, drumbeats that play close to the chest, and laconic tempos seemingly induced by lifestyle THC intake-- all of which recall a diverse range of past artists: the International Submarine Band, Sweetheart of the Rodeo-era Byrds, the Flying Burrito Brothers, and even Gram Parsons solo. Okay, there's a little Dead in there, and the singing drummer calls forth associations to a band whose name I've promised myself I would never type again. I only wish the Donkeys sounded more like Beachwood Sparks-- not necessarily in practice, but at least in spirit. Until about five or six years ago, that L.A. band panned this same musical river and found more than a few nuggets. Granted, living in this particular past meant something very different seven years ago than it does today. At the time, this desert was more or less deserted, so Beachwood Sparks came across as almost cultlike in their dedication, their stovepipe trousers and rodeo shirts the rock equivalent of white robes and sandals. However, the extent of their immersion seemed modern-- or at least a legitimate response to modern times-- which led them to treat their forebears a bit cavalierly. They covered Sade, for chrissakes. The Donkeys similarly party like it's 1969, but too often they sound more like historical re-enactors than an actual 2008 band. Living on the Other Side is impeccable, each element precisely and no doubt lovingly placed. Even the ""Yeah, baby!"" on ""Traverse Wine"" sounds well rehearsed. Shoot, the album is divided into two sides, like one of those old-timey LPs. Side One begins with ""Gone Gone Gone"", a studiously shambling number that features the same cactus-pointy guitar solo twice. But hey, it's the best idea in the song, so why not? ""Walk Through a Cloud"" and ""Dolphin Center"" sound precious, the latter saved by Jessie Gulati's nimble guitar solo, while ""Traverse Wine"" simply evaporates into the air. Fortunately, Side Two better showcases the band's chops and reveals a slightly more adventurous edge. ""Nice Train"" has some, well, nice ""Sleepwalking""-style guitars as singer/drummer Sam Sprague describes a harried night at a roadhouse. That the establishment in question is a hipster hangout rather than a Hells Angels bar is a pretty good joke, one that reminds you that Living isn't a reissue. Still, the effect is undone by the sitar and percussion on ""Dreamin'"". Not using bongos just isn't enough at this point. ""Boot on the Seat"" trots out their very own Emmylou Harris, although Mariah Dancing's voice nicely complements both Sprague's vocals and the wailing harmonica behind them. Worse, the vocals on closer ""Excelsior Lady"" verge on California cornpone, but Anthony Lukens salvages it somewhat with a simple, but endlessly effective, ascending-descending organ riff that actually makes a pleasant palette for the sleepy guitar licks. It's a nice flourish on an album with more than a few such moments, but they're not enough to make the Donkeys' nostalgia sound like more than a pose, or Living much more than dry and dull.","The Donkeys' second album, mining territory pioneered by the International Submarine Band, the Byrds, and the Flying Burrito Brothers, becomes a sort of retro SoCal prospecting that yields mostly fool's gold.
",5.3,
Old Wounds,Young Widows,by: Jason Crock,,https://media.pitchfork.com/photos/5929bcc7abf31b7dc7155dd0/1:1/w_160/4aee6da9.jpg,2008-09-11 06:00:03,Metal,https://www.pitchfork.com/reviews/albums/12173-old-wounds/,Temporary Residence,"Young Widows' 2006 debut, Settle Down City, drew on a strand of early 1990s indie embodied by the Jesus Lizard and Melvins; sometimes they dragged out the payoff with their ominous grooves, and sometimes they milked the quiet-to-loud dynamic for all it was worth. It worked, and the follow-up Old Wounds doesn't fix what isn't broken. Ringing, distorted bass and some marble-mouthed threats from singer/guitarist Evan Patterson open the record, taking just a few bars too many without accompaniment to draw out the tension on the first track, ""Took a Turn"". When the guitar finally hits, it sounds miles away, like a powerless witness to a natural disaster. All of the elements contribute to one relentless, bludgeoning rhythm. ""Took a Turn"" segues artfully into the syncopated crunch and wild hammer-on riff of ""Old Skin"", fitting the album's most evocatively self-destructive lyrics (""She healed you with her fingernails, she healed you with her teeth"") into a track that is, again, single-minded and unwavering in rhythm and tone. Same goes for ""Mr. No Harm"", but Patterson's voice is more unhinged here, and the guitar manages a few textural stabs underneath the thundering din. The band's oppressive repetition is often hypnotic, and it must have sounded great in person, as the crowds on some of these tracks can attest-- four cuts were wholly recorded live, and much of the album was spliced together from various performances with the help of producer (and Converge guitarist) Kurt Ballou. The band continues to find its own voice, and Patterson finds a lower, more confident, and distinct vocal affectation than the wail that marked Settle Down City. But even if that record was more indebted to the band's forebears, Young Widows' first album was more dynamic, had more memorable riffs and hooks, and contained generally more surprises. Not that there isn't anything that sticks out here. There's more of the band's favored queasy guitar echo on the soft-yet-heavy thump of ""The Heat Is Here"", but the groove saunters, and its muffled, humid atmosphere and descending melody are almost sexy. The lyrics don't add much (""ride rollercoaster, rise""), but damned if the chorus isn't the catchiest moment of the disc; the crowd's clapping, lonely as it sounds here, is well-earned. The rhythm section works up a whirlwind on ""21st Century Invention"", the guitar follows in lockstep, shouted vocals punctuate the beat, and there's a muted skronk to diffuse tension and keep the listener on his toes. ""Delay Your Pressure"" is a perfunctory late-record uptempo track, though it does have a little cowbell and a stunning half-step finale. Final track ""Swamped and Agitated"" ends on some long-awaited fury, and while Old Wounds isn't much of a riff record, this track has a righteous one. Though it's been two years since Settle Down City, the methods on Old Wounds are commendable even if the results are mixed; more artists would do well to work fast and in front of crowd as often as possible. Better to lighten the weight of expectation than take so much time crafting ""statements"" and lose sight of what compels you as a band. Should Young Widows continue to record this way, the band still fills its niche as cannily as any of their nu-pigfuck peers, while clearly making an effort to push those sounds and ideas someplace more distinctive.","Still indebted to noisy early-1990s bands like the Jesus Lizard and Melvins, Louisville's Young Widows mix things up on their second album by splicing together new material recorded live and in the studio.
",6.6,
Knowle West Boy,Tricky,by: Nate Patrin,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bcab5e6ef95969322ec5/1:1/w_160/7ff3b485.jpg,2008-09-11 06:00:02,Electronic,https://www.pitchfork.com/reviews/albums/12148-knowle-west-boy/,Domino,"The popular theory about Tricky, in short, goes like this: first he was angry and moody all the time and released brilliant records, and then he got better and happier and started making fluffy low-substance garbage. I'll concur with the fact that his last two CDs, Blowback and Vulnerable, weren't all that good, but this ""happy Tricky = crappy Tricky"" equation is still too easy an explanation for what happened to the man who largely helped define the way anxiety sounded in the 1990s. Tricky may have had a rep for being a bit surly, but his music, even from the beginning, seemed less attributable to anger and misery than it was to ambivalence and confusion, and it all came through a malleable if unique identity. Which is understandable: He grew up in a ghetto, but a largely white one, his family came from a multitude of nationalities and ethnicities, and he's long cultivated a semi-androgynous (or at least anti-macho) persona that dates all the way back to his youth, when his grandmother dressed him in girls' clothing. But most of all, he's made it a point to toy with as many genres as possible without actually laying claim to any of them, channeling his lyrics through someone else's voice, and shedding labels as soon as the press can apply them. At best, this makes him a fascinating, unpredictable enigma; at worst, a rootless half-entity whose dick-around moments just so happen to have the weight of a fantastic early career attached to them. It's still not clear exactly where Knowle West Boy belongs on a scale between those two points-- all I can really say with what feigned authority one usually gets from a critic is that it's a Tricky album, though even that hasn't meant anything all that specific in who knows how long. Everything else about Knowle West Boy is just endlessly confounding: It's clearly better than the last two albums Tricky's put out since he decided to cheer up a bit and start feeling California, but it doesn't exactly come together in any tangible way. Granted, there's a couple moments on this album that feel deep and heartfelt-- expressing a lingering resentment at the psychological beatdowns of class warfare in ""Council Estate"" (""They call you can't-go-straight/ They call you crime rate"") or a longing regret at fathering a child he hasn't gotten the chance to connect with in ""School Gates"". But for all the mention in interviews and articles about how personal this album's supposed to be, many of the lyrics are evasive, at least when they're not flat-out empty. Maybe there's something embedded deep inside lines like ""I try to choose, my shadow moves/ But don't last in my hovercraft"" (""Far Away"") or ""You can go on to the internet, log in to your local war/ You can read your paper, receive a mental scar"" (""Coalition""), but as they are they don't say much of anything. Couple this with Tricky's held-back, restrained voice-- which sometimes sounds like he's trying to sing into his own armpit-- and there's not a lot of evocation to be found. His proxies fare a bit better, though there's another problem: There's way too many of them, and none of them stick around long enough to establish themselves. Tricky and Martina Topley-Bird were nigh on inseparable during his first few records, and his later work at least had a recognizable recurring voice aside from his own to carry much of a record's weight-- ragga singer Hawkman on Blowback, or breathy chanteuse Costanza Francavilla on Vulnerable. Knowle West Boy features a host of vocal collaborators, and while a couple of them might sound familiar-- Alex Mills spars wonderfully on the flirt-turned-squabble ""Puppy Toy"", while former GusGus member Hafdís Huld plays a hauntingly chirpy Christ stand-in on ""Cross to Bear""-- most of them are relative unknowns who sing passably but lack the strident personalities that, for better or worse, held each of the previous albums together. And even if the music itself is a lot more fleshed-out and smart than anything else he's done since the start of the decade-- genuinely hooky at some times, stripped bare and abrasive at others-- it doesn't quite cohere. To keep it simple, here's a brief rundown of the most identifiable genre signifiers in the first five tracks: leering lounge-blues (""Puppy Toy""), orchestral art-rock ragga (""Bacative""), semi-ambient, percussion-free neo-soul (""Joseph""), a stripped-down electro dirge (""Veronika""), and a big stoopid circa-XTRMNTR Primal Scream song (""C'mon Baby""). Little of it sticks to genre-bound conventions, but the pop-chameleon overload ends up feeling disorienting when it could've felt knowledgably eclectic. Still, seeing as how the bloated rock obviousness that torpedoed his other recent work has been scaled down to a more workable level, it's good to hear a wider range of ideas at play here. Once Tricky finds a way to tie it all together and remember how make it resound as strikingly as his own personality does, then we'll have something.","A clear improvement on his last two albums, the disappointing Blowback and Vulnerable, Tricky here tries to go personal with stabs at evocative lyrics alongside his genre-hopping sounds.
",5.8,
Carried to Dust,Calexico,by: Joe Tangari,"<span class=""authors-detail__title"">Contributor</span>",https://media.pitchfork.com/photos/5929bcca5e6ef95969322f05/1:1/w_160/4347928f.jpg,2008-09-11 06:00:01,Rock,https://www.pitchfork.com/reviews/albums/12175-carried-to-dust/,Quarterstick,"Being in Calexico is almost like attending a music school, where every record is another lesson on the way to a dissertation. Core members Joey Burns and John Convertino prepped in Giant Sand and Friends of Dean Martinez, and they've kept a busy schedule of extracurricular activities since, touring with Wilco and Iron & Wine and playing on dozens of other people's records. Their own albums have swerved all over the stylistic map while maintaining an essential sense of identity. The divergence in sound between their last two albums, 2003's Feast of Wire and 2006's Garden Ruin, basically predicts the shape of Carried to Dust-- Feast of Wire was the record where they tried everything and made it work; its follow-up was their basic rock album. While they're frequently thought of as stylists or synthesists, Calexico use their cross-genre amalgams to make music of emotional power and beauty, and this record has exceptional instances of both. ""Writer's Minor Holiday"" provides the beauty. Convertino's laid-back, jazzy drumming drives the track, freeing falsetto vocals and sparing dabs of steel guitar to serve as ghostly hooks and allowing the central melody to reveal itself slowly. Several of these songs are like that-- the primary vocal is so understated it defers to the instruments; to that end, string-soaked, waltz-time ballad ""The News About William"" works almost like a duet between Burns and Paul Niehaus' steel guitar. Multi-instrumentalist Jacob Valenzuela gets his first Calexico co-lead vocal here, sharing the mic with guest Amparo Sanchez on the Spanish-language ""Inspiración"", which has the album's boldest borderland horn part and a freaky underlying organ ostinato. Other guests include Jairo Zavala, who partners with Burns on the dark chorus of ""Victor Jara's Hands"", and Iron & Wine's Sam Beam, who lends his soft harmonies to the sensuous flamenco-dub slide of ""House of Valparaiso"". The album's final third is darker and harder, moving from the desert surf of ""El Gatillo (Trigger Revisited)"" to the sawing, mournful cello of ""Falling from Sleeves"" to the icy, spooky soundscape of closer ""Contention City"", a slow drift of electric piano, glockenspiel, and otherwordly steel guitar featuring Doug McCombs of Tortoise and Brokeback. Carried to Dust, therefore, is more in the band's usual Southwestern jazz/country/rock/tejano mold than their last, but it's not as diffuse or far-ranging as Feast of Wire. Ultimately, this is the type of record this band is suited to making, and it richly rewards repeat listening-- details and melodies that seem buried or understated eventually come to fore, slowly revealed in a mixture of organic warmth, welcome variety, and subtle complexity.","The latest from the wildly eclectic Calexico takes its cues from the group's two most recent records, the kitchen-sink aesthetic of 2003's Feast of Wire and the more basic rock-band approach of 2006's Garden Ruin. Iron & Wine's Sam Beam and Tortoise's Doug McCombs guest.
",8.3,
