album,artist,author,author_position,coverart,date,genre,link,record_label,review,review_abstract,score,year_release
High Violet,The National,by: Andrew Gaerig,Contributor,https://media.pitchfork.com/photos/5929a997ea9e61561daa5a75/1:1/w_160/b66c3cda.jpg,2010-05-10 06:00:00,Rock,https://www.pitchfork.com/reviews/albums/14203-high-violet/,4AD,"The National became popular in a very traditional way: by releasing some really good albums, then touring the hell out of them. They're boilerplate indie, free of hot new genre tags or feature-ready backstories, which is something their detractors derive great joy from pointing out. If the National are important, rather than merely good, it's for writing about the type of lived-in moments that rock bands usually don't write about that well. The characters in National songs have real jobs, have uninteresting sex, get drunk, and lie to one another. They do so during the regular course of a workaday week, on Tuesdays and Wednesdays. The National aren't ""dad-rock"" so much as ""men's magazine rock"": music chiefly interested in the complications of being a stable person expected to own certain things and dress certain ways. On the National's fifth album, High Violet, those constraints are starting to wear on them, which makes a lot of sense: they wear on most people. In between patches of obtuse imagery, singer Matt Berninger sounds increasingly self-destructive. The record's upbeat numbers don't cheer him up so much as commiserate with him. All of this makes High Violet a dark affair, even for a band with a reputation for sad-bastard melodrama. The National have never sounded triumphant, but they can still be reassuring, with Berninger's lyrics acting as salves for our own neuroses. Six drinks in, tired of your coworkers, wishing you could just go home and laugh at sitcoms with someone? Maybe get laid? The National's got your back. With an ever rising profile and plenty of indie-famous friends-- Sufjan Stevens and Bon Iver's Justin Vernon guest here-- the National were afforded the opportunity to obsess over High Violet. They could've holed up and recorded an idiosyncratic, expectation-defying mess. Instead they produced an ornate, fussed-over record that sounds like no one other than themselves. Given the amount of flack they take for being a no-frills bore, simply refining their sound was arguably the braver option. They miss, occasionally-- the string-drenched closer, ""Vanderlyle Crybaby Geeks"", is too decadent for its own good-- but mostly, they construct gorgeous, structurally sound vignettes. There are few bands that could craft a song like ""Sorrow""-- in which emotion acts as a character and the band turns Berninger's balladry into a well paced jog-- without stumbling over their own ambitions. The guitars on ""Afraid of Everyone"" actually sound nervous; ""England"" speaks of cathedrals over properly magisterial drums. These are triumphs of form. Berninger is still, for the most part, a socially obsessed claustrophobe. He has upper-class guilt on ""Lemonworld"" (""Cousins and cousins somewhere overseas/ But it'll take a better war to kill a college man like me,"" ""This pricey stuff makes me dizzy""). ""Bloodbuzz Ohio""'s magnificent chorus (""I still owe money/ To the money/ To the money I owe"") addresses the familiar, harrowing financial burdens of adulthood. He's best when he tones down the angst in favor of reflection or confusion. High Violet seems less likely to engender the personal connections of Boxer, but it's also bigger and more engaging-- a possibly offputting combination for a band following the footsteps of Echo and the Bunnymen, Wilco, and Arcade Fire. After all, eagerness often trumps execution, and the National aren't immune: For his part, Berninger looks increasingly like Dos Equis' Most Interesting Man in the World, and his cryptic lyrics seem like an application for the title. But the National rarely miss; when they aim for powerful or poetic, they get there. High Violet is the sound of a band taking a mandate to be a meaningful rock band seriously, and they play the part so fully that, to some, it may be off-putting. But these aren't mawkish, empty gestures; they're anxious, personal songs projected onto wide screens. Even if you don't consider yourself an upwardly mobile stiff with minor social anxiety, the National make it sound grand, confusing, and relatable.","Returning with a slightly darker and more ornate sound, the National remain masters of widescreen, emotionally engaging rock.
",8.7,
Cut and Run,Child Abuse,by: Marc Masters,Contributor,https://media.pitchfork.com/photos/5929a99d9d034d5c69bf3ca6/1:1/w_160/34828141.jpg,2010-05-07 06:00:04,Metal,https://www.pitchfork.com/reviews/albums/14216-cut-and-run/,Lovepump United,"The beauty of Cut and Run, the second album by Brooklyn trio Child Abuse, is about as eye-of-the-beholder as it gets. If you're a fan of the complex-but-blunt punk/metal hybrid known as ""brutal prog""-- think Flying Luttenbachers and Orthrelm, Lightning Bolt and Ruins-- every note should be a direct hit. But If you're seeking a genre-transcender-- the kind of album that makes you think, ""this sounds more like stuff I already like than I expected""-- keep searching. There's nothing unexpected about Cut and Run. That's actually one of the best things about it. Throughout these six heavy-duty tracks, numerous pitfalls are avoided with ease. The sound is noisy yet spacious, as the group's burly elements wrestle judiciously rather than overlapping into vaguness. Singer Luke Calzonetti's grind-core growl is much sharper than the cartoonish goof that style often falls into. The math-y riffs and beats could sound clinical, but the sweat and grime it takes to execute them is wisely left intact. Most importantly, the trio rarely lets their bludgeoning repetition drift into autopilot. Instead, Cut and Run's loops numb your mind in a good way, producing more hypnosis than boredom. But even good mind-numbing can disengage the brain, and there is a jocky quality to Cut and Run that sometimes obscures the thought behind it. The band cites composers Karlheinz Stockhausen and Charles Ives as influences, and you can hear those strains if you focus deeply. But it's easier to let your pupils dilate and your brain liquefy. There are also some themes that make their scary moniker understandable-- opener ""Hold This"" gets its title from a traumatic incident bassist Tim Dahl experienced at age six, and drummer Oran Canfield (son of Chicken Soup for the Soul creator Jack Canfield) recently wrote a memoir about his troubled youth. But those kind of ideas are buried under all the bombast. Brutal-prog should crush your skull before it stimulates what's inside, and Cut and Run succeeds on that count. But at times it pursues reflexive muscle at the expense of reflective thought. The final track on Cut and Run hints at ways the band might capture mind and body more equally. Led by Calzonetti's woozy keyboard, ""Froze Toes"" sounds refreshingly open-ended, blurring the line between sharp math and loose impulse. It's not a radical departure-- nothing here is-- but if Child Abuse move more toward such unpredictable edges, their already sturdy music could could become exponentially stronger.","Brooklyn trio creates brutal prog à la Lightning Bolt or Orthrelm, but in consistently unexpected ways.
",6.7,
East General,The Bitters,by: Joe Colly,Contributor,https://media.pitchfork.com/photos/5929a98f9d034d5c69bf3c8b/1:1/w_160/5a492fdb.jpg,2010-05-07 06:00:03,Electronic,https://www.pitchfork.com/reviews/albums/14210-east-general/,Mexican Summer,"It's hard to imagine why, but the Bitters decided this image above was the best cover for their debut album. Yikes. It's a foul, repulsive picture (fun fact: it was also used by Norwegian black metal band Orcustus), but in a way, it kind of makes sense. Because the Bitters do in fact make gross-sounding music. Not cringe-inducing music, or grotesque music, but their sound is primarily about scuzz-- in their formula, garage-rock, art-punk, and even sunny pop are covered in a thick, goopy layer of mud. This is an increasingly common approach, used by bands like Vivian Girls, Golden Triangle, and Sic Alps, but usually these acts balance out their murk with pop hooks. But the Bitters, who are vocalist Aerin Fogel and Ben Cook (Fucked Up, Young Governor), skew more to the noise side of the equation. Their ramshackle songs mostly resist pop arrangements-- it's more about capturing a feeling within a racket than finding grooves or melody. Guitars screech, drums thud, Fogel shrieks, but amidst this noise there's a sense of forward momentum (albeit a wild, out-of-control kind) that keeps their songs grounded in some form of structure. On East General, the Bitters marry cacophony with bits of doo-wop and grungy rock, but the album can be a slog for a couple reasons. First, the balance is off-- there's just not enough tunefulness to compensate for all the clamor. The band does offer some sweet moments-- the girl-group harmonizing of ""No Anchor"" and ""Impatient as Can Be""-- but mostly they emphasize harshness so much that songs become muddy and unmemorable. The record's other main issue is length. Bands who do this kind of thing well (No Age or Sic Alps) know brevity is key, and these tracks would work better shorter. There's no reason, for example, that closer ""I'm Feeling Good"" needs to approach seven minutes-- there aren't enough ideas to carry it that long. Not surprisingly then, East General works best on straightforward, punchier songs like ""Nails in the Coffin"" and ""The New Real Way"". If you've followed the Bitters on their early singles, you know they can crank out good material when they keep things simple-- see blog fave ""Warrior"". A lover's anthem equal parts venom and longing, it was brief and to the point and highlighted both Cook's untamed instrumentation and Fogel's captivating vocals. It seems reasonable to think they could find that spark again and shake off this record with a stronger follow-up.","Fucked Up's Ben Cook's side band issues its debut LP, which leans more to the ""noise"" end of ""noise-pop"" than contemporaries Sic Alps and Vivian Girls.
",5.6,
Liquid Love,Shy Child,by: Tim Finney,Contributor,https://media.pitchfork.com/photos/5929a98ec0084474cd0c1062/1:1/w_160/0a15b80f.jpg,2010-05-07 06:00:02,Electronic,https://www.pitchfork.com/reviews/albums/14211-liquid-love/,Wall of Sound,"Shy Child's previous album Noise Won't Stop hit on a sweet spot between the fashionable and the embarrassing, summed up in the album's surging, synth-heavy new wave sound that brought to mind early 1980s Genesis as much as early-80s Talking Heads. As with both those bands, Noise Won't Stop courted disaster by threatening to ""mean it"" too much: the songs affected knowing jadedness, while sounding disconcertingly earnest in their communication of disaffection, as if archness and distance are only emotions one feels about other things and other people. The result sounded, at its best, awkward, and loving Shy Child meant loving them because of, rather than in spite of, this awkwardness. Their megaphone enthusiasm seemed noble and necessary, in that you wouldn't engage in it yourself. On Liquid Love, Shy Child undertake the shift from modernism to post-modernism on just about every level. Gone are the jagged rhythms vaguely suggestive of Timbaland and dancehall, replaced by steady, reassuring disco pulses and lush, squelchy synth work reminiscent of late-era French house (think Alan Braxe and Fred Falke). And whereas before singer Pete Cafarella seemed unable to spot the difference between singing and declaiming, here the vocals are all coy harmonized falsetto croons, a deliberately empty evocation of plastic soul, like a photograph of a photograph. The title track opens with a near-exact recreation of the shimmering intro to Fleetwood Mac's ""Everywhere"", which spells out Shy Child's intentions: not to evoke the ""futurism"" of the 80s, but rather the utopian agelessness and placelessness of its synthetic textures. At first I resented this: What value was there in Shy Child abandoning their singularity in order to make songs that sound like less idiosyncratic versions of MGMT's ""Electric Feel""? A fair amount, as it turns out, mostly because Shy Child are so good at over-egging their songs with hooks-- the obsessively layered synth work in particular can be dazzling. But whereas before their songs seemed always on the verge of collapsing under the weight of their ideas, here the duo sound reined in, subordinating their maximalist tendencies so as not to spoil the illusion that they are now peddling ""perfect"" pop. But Shy Child's brand of arch pop perfection is a front, falsetto vocals notwithstanding. These songs are, if anything, even more earnest than their predecessors, only now Shy Child are trying to seduce you with their insights rather than flatten you with them. ""If it feels so right how can anybody call it wrong?"" they sigh in ""The Beatles"", disguising a didactic defense of drug-taking behind rhapsodic sweetness. And despite reveling in four-minute disco-pop excursions, Shy Child haven't switched up their style much as they pretend; the sudden prog rock keyboard solo that floods the otherwise straight-ahead ""ESP"" evidences the duo's inability to keep their virtuosic tendencies in check, even if now it sounds more like a Daft Punk quote than it would have before. Still, it's a shame that Shy Child don't bust loose more often. The gloriously overblown electronic body music homage ""Criss Cross"" demonstrates that Shy Child don't need discipline to be engaging, but it's a lonely exception on an album that otherwise sounds rigorously liposculpted. As with their last album, Shy Child end with an unexpected pinnacle. Then, it was the trance-pop anthem ""Cause and Effect""; on Liquid Love, it's bittersweet ballad ""Dark Destiny"", whose slowly deflating synth pirouettes mirror perfectly the song's depiction of a friendship's persistence through disappointments. ""I'll keep defending choices you're making,"" the duo declares, and if there's a more poignant declaration of fidelity in pop this year, I've yet to hear it. For Shy Child, synth-pop short-circuits the space between unreality and truth, the artificiality of its expanses allowing a sort of wide-eyed honesty that naturalism forecloses. That bittersweet sincerity sticks much harder than Liquid Love's sleek surfaces would ever suggest.","The New York synth-pop duo have streamlined their sound, opting for lush, reassuring disco pulses reminiscent of late-era French house.
",7.0,
Honest Strings: A Tribute to the Life and Work of Jack Rose,Various Artists,by: Grayson Currin,Contributor,https://media.pitchfork.com/photos/5929a9a25e6ef95969321450/1:1/w_160/22397ea2.jpg,2010-05-07 06:00:01,,https://www.pitchfork.com/reviews/albums/14221-honest-strings-a-tribute-to-the-life-and-work-of-jack-rose/,Three LobedFinaJack Rose LLC,"Cory Rayborn is a lawyer in High Point, N.C., who, for the last decade, has run Three Lobed Recordings, a tiny, taste-driven label that specializes in the most electric, radiant drones and acoustic, ruminative rambles. Three Lobed's distinguished roster of alumni includes Tom Carter, Wooden Wand, Heavy Winged, Sunburned Hand of the Man, Six Organs of Admittance, Bardo Pond, and a horde of like minds-- basically, a fantasy camp for the wilder, woollier facets of what's been, for better and worse, dubbed New Weird America. Since 2008, Three Lobed also released two LPs by Jack Rose, the acoustic guitarist generally accepted as his form's giant. In the 1990s with the band Pelt, Rose made the sort of eternal atmospheres that suggested La Monte Young relocating to the foot of Appalachia. At the turn of the decade, Rose turned his fingers to a series of progressively ambitious solo guitar albums. The early work owed obvious debts to John Fahey, but Rose's parallel explorations of Middle Eastern music and the blues, bluegrass, and string band music pushed him to new shapes and sounds. When he died on December 5, 2009, he was on a serious hot streak. A full-length collaboration with Virginia string band the Black Twig Pickers and its then-forthcoming follow-up-- his ecstatic Thrill Jockey Records debut, Luck in the Valley, recorded with many of the same musicians-- stand as two of his career's best. With a technique and tone that seemed slowly carved from the trunk of an age-old oak, Rose was the well-listened, workmanlike advocate for the future of American primitive music. Down with indie kids, skilled enough to stun anyone, Rose seemed poised at last to have an impact beyond his own sphere of influence. Turns out, he already had: Not long after Rose died, Rayborn sent a late-night mass e-mail to most of the musicians he'd met as a listener or label head, asking if they'd like to offer a tune for his tribute to Rose. There were no length limits and no style guidelines-- only no covers of Rose tunes because, as Rayborn puts it, ""Jack would not dig that."" By the next morning, he'd secured a contribution commitment from a musician who hadn't even received the original invitation. And so, Honest Strings: A Tribute to the Life and Work of Jack Rose snowballed into a glorious and gargantuan 41-track, seven-hour, online-only ode. The importance of Rayborn's decision to make the tribute available only through download cannot be understated. Here, it allows for a rare marriage of quantity and quality, since each piece feels as uninhibited as the whole. Among the contributors are the expected-- Byron Coley, the Black Twig Pickers, D. Charles Speer, Steve Gunn, Loren Connors, No Neck Blues Band, and Hush Arbors, just to sample. But the true testament to Rose's legacy and conviviality are those you might not expect-- rock'n'roll bluesman Luther Dickinson of the North Mississippi All-Stars, Mogwai's Stuart Leslie Braithwaite, and 90s improvisational outfit Un. As such, it pays its respects without suffering an overload of reverence. Sure, there are acoustic guitar songs, but they come embedded among brilliant beds of rock'n'roll, country, improvisation, drone, spoken-word, book readings, and complete live explorations. It's less a eulogy for Rose and more a celebration of his-- or, really, anyone's-- obsession with music. Any concerns about 41 tracks of guitarists swiping Rose's style are void from the start: In just the first five cuts, Chris Forsyth offers a repetitive roadhouse number, while recent Rose collaborator D. Charles Speer twists jokes and memories of Jack around a goofy country trot that recalls Roger Miller's ""King of the Road"". Banjoist Charlie Parr and fiddler Mike Gangloff squeak and squeal through the exultant gospel exit ""This World Is Not My Home"". Six Organs of Admittance and Cian Nugent do reach for acoustics, but Six Organs' ""Drinking with Jack"" is a lithe, tender beauty; Nugent, a young Irishman, bends and breaks his themes. And that's just the first 27 minutes of this nearly 400-minute collection, not necessarily the best. Of these 41 pieces, there are very few blunders. Even the shortest one-- a patient 90-second reflection for acoustic guitar by Jenks Miller, better known for his drone and metal work as Horseback-- feels weighty. It's simple and sweet and, like the best work of the man to whom it's dedicated, is more concerned with expressing a feeling than evidencing high technique. Aside from a 54-minute reading from Joseph Mattson's debut novel, Empty the Sun, the longest track is a 43-minute live set from a Rose-less Pelt. Titled ""Louisville Susurration"", the piece unfolds with patience and grandeur. It alone would be a worthy album. Honest Strings is, at once, an incredibly demanding and non-threatening set. Its variety is either a marathon or a playground, meant as much for listening from one end to the other as it is for bouncing to and fro, picking up new sounds by artists you might not know. The entire set costs $15, too, or less than four cents per minute of music. Thanks to Rayborn's free curation and the free Web hosting of Thrill Jockey Records' digital outpost, Fina, every penny goes to Rose's estate. Much like the parameters Rayborn set for the collection, then, this brilliant mass of music is open to everyone. Now there's a legacy Jack would likely dig.","This gargantuan, online-only recording is an incredible testament to the life and career of the recently deceased acoustic guitar master Jack Rose.
",8.6,
Your Future Our Clutter,The Fall,by: Stuart Berman,Contributor,https://media.pitchfork.com/photos/5929a998c0084474cd0c1073/1:1/w_160/7b3c8c80.jpg,2010-05-07 06:00:00,Rock,https://www.pitchfork.com/reviews/albums/14202-your-future-our-clutter/,Domino,"The only thing more unstable than the Fall's membership over the past 34 years has been their label situation. Fall figurehead Mark E. Smith seems happy to release his music on any ol' label that'll have him, whether it's A-list indies (Beggars Banquet, Rough Trade), under-the-radar imprints (Narnack, Action Records), or companies best known for issuing budget-series classic-rock concert DVDs (Eagle Rock). These shifts are emblematic of the band's own tumble along the mainstream/underground divide, creating those rips in the space-time continuum that allow the Fall to score the occasional Top 40 UK chart entry, Mark E. Smith to get gigs reading soccer scores on national sports telecasts, or ""Hip Priest"" to become the key punchline in yet another Hitler/Downfall video parody. But in a career that's defied all logic and convention, the Fall's signing to Domino makes perfect sense, given both the label's own over/underground balancing act and the fact that the Fall's influence can be felt in many of Domino's marquee acts (Franz Ferdinand and Arctic Monkeys among them). And while there's rarely been a correlation between the accessibility of a given Fall album and the profile of the label releasing it, the lean, brute-force rockers on Your Future Our Clutter suggest that the Fall might actually be taking this upgrade to Domino seriously. The new album was recorded with the same lineup that debuted on 2008's Imperial Wax Solvent, but you'd never know it without close inspection of the liners-- in sharp contrast to that album's playful, sloppy sprawl (typified by the hilarious centerpiece ramble ""50 Year Old Man""), Your Future Our Clutter sees Smith assuming the role of military drill sergeant to unleash a more pointed offensive against The Kids. From the opening theme ""O.F.Y.C. Showcase"" onward, Smith outfits his charges with single-chord morse-code riffs and lockstep rhythms before gradually ratcheting up the intensity; by the time we hit the gonzo second act of ""Y.F.O.C./Slippy Floor"", the Fall are thrashing about like a totally wired Led Zeppelin. And whether Smith is shouting, ""Your Future! Our Clutter!"" or ""Our Future! Your Clutter!""-- as he's wont to invert them-- he sounds particularly enthused by the prospect of leaving the next generation to inherit a world of shit. Your Future Our Clutter is noticeably bereft of the call-and-response group chants that defined the Fall's mid-1980s classics as well as its most recent successes (see: ""Theme From Sparta FC"", ""What About Us?""). Instead, Smith's free-ranging rants gain focus as the music accrues momentum and menace: ""Bury Pts. 1 + 3"" takes a verse-by-verse ascension from lo-fi to fierce hi-fi stomper, as if to mock those who intentionally use crude production values-- ""a new way of recording,"" Smith sneers, ""a chain around the neck."" But Smith also invests Your Future Our Clutter with moments of surprising sensitivity (disquieting ballad ""Weather Report 2"") and self-aware reflection: During the late-night prowl of ""Chino"", Smith repeats, ""When do I quit?"" Coming from any other grizzled 53-year-old artist, you might interpret that statement as an admission of mortality and humility. But given the irrepressible vitality heard throughout Your Future Our Clutter, it's a question that, I'm happy to report, still has no answer.","Mark E. Smith's veteran band teams with indie heavyweight label Domino for this lean, brute-force rock record.
",8.0,
In Evening Air,Future Islands,by: Zach Kelly,Contributor,https://media.pitchfork.com/photos/5929a96a5e6ef959693213fb/1:1/w_160/6d9addf4.jpg,2010-05-06 06:00:04,Rock,https://www.pitchfork.com/reviews/albums/14177-in-evening-air/,Thrill Jockey,"Future Islands have described their first full-length for Thrill Jockey, recorded after relocating to Baltimore and falling in with Dan Deacon's Wham City collective, as ""post-wave."" Taking cues from early Devo and New Order and replacing the dance-pop movement with rich characterization and storytelling, they've found themselves at a pleasant distance from most formal genre comparisons. Their music is playful but steeped in subtle detail, with both emotional heft and a pungent sense of theatricality. Playing together since their college days in North Carolina but not truly finalizing the band until 2006, the trio seems comfortable bouncing ideas off each other while remaining anchored in their individual roles. J. Gerrit Welmers' synth work reinterprets those crystalline new wave textures and enhances them with feedback and buttery depth, sometimes accented with sparse snippets of programmed drums and rusted samples. But Future Islands avoid cluttering their music, allowing bassist William Cashion (a Peter Hook disciple if there ever was one) to direct the ship with his undulating plunks and strums, stringing the rest of these mercurial details along with him. Any talk of Future Islands is bound to come back to scene-stealing frontman Samuel T. Herring, a dramatic, verbose showman eager to spin each one of these lush but simply-stated orchestrations into something grander. At times wailing like a cross between Tom Waits and the Sea Captain from ""The Simpsons"" (nicely exemplified at the stirring peak of ""An Apology""), occasionally adopting a strange British patois to augment a sort of sing-speak, Herring's presence is over-the-top in just the right way. He often seems overwhelmed by tragedy (usually waxing cryptic about lost love), and brings a great sense of damage and loss-- as well as welcome spots of humor-- to each acrobatic performance. But what he uncovers in the patches of calypso, sci-fi movie noise, and circling synth patterns is often surprisingly heartening. Drawing from a few different traditions while making them their own, Future Islands prove here to be a well-versed group of wild, woolly storytellers.","Baltimore band mixes its own spin on new wave with highly charged drama courtesy of bellowing lead singer Samuel T. Herring.
",7.6,
Everyone Is a Ghost,Monster Movie,by: Larry Fitzmaurice,Contributor,https://media.pitchfork.com/photos/5929a98ac0084474cd0c105b/1:1/w_160/29abbdde.jpg,2010-05-06 06:00:03,Rock,https://www.pitchfork.com/reviews/albums/14204-everyone-is-a-ghost/,Graveface,"Slowdive broke up in 1995, shortly following the release of the challenging Pygmalion, and most of the members' projects since have leaned toward more accessible sounds. Neil Halstead and Rachel Goswell formed the now-on-hiatus Mojave 3, and Halstead himself has made a few quiet acoustic albums on his own. Guitarist Christian Savill, when working with friend and former Eternal bandmate Sean Hewson in Monster Movie (a project that pre-dates his involvement in Slowdive), hews more closely to Slowdive's later aesthetic. Up to this point, however, the duo's albums have been spotty at best, with momentum-draining tempos and a weakness for maudlin melodies. The timid pallor obscured prime slices of buzzy alt-rock like ""1950da"", from 2004's To the Moon, or ""Winter Is Coming"", from 2002's Last Night Something Happened. Both were tacked onto the end of their respective albums, as if not to disrupt the otherwise downcast mood. On Monster Movie's first album in four years, Everyone Is a Ghost, the obligatory alt-rock cut, ""Bored Beyond Oblivion"", is right in the center of the 10-track collection. The programming change-up comes with a shift in focus. The songs here feel brighter and more energized, at times recalling jagged pop of Brian Eno's early song-oriented records. The sharply melodic guitar lines of opener ""The World Collapsed"" and ""Fall"", for example, recall Robert Fripp's contributions to Here Come the Warm Jets. The bulk of the record is split between moderately fuzzy shoegaze and bleary-eyed folk-pop, and the former fares slightly better, especially during the anthemic burn of ""Silver Knife"" and ""Fall"" and ""Bored Beyond Oblivion""'s sugary distortion. Even midtempo songs like ""How the Dead Live"" and ""In the Morning"" carry a certain shine. There are a few clunkers here-- the worn-out, blaring beats of the title track and the overproduced ""Help Me Make It Right"", specifically-- but Everyone Is a Ghost is, ironically, more full of life than Monster Movie's previous output. It suggests a revitalization within the duo's songwriting, if not simply a necessary change in outlook. It's as if after two decades together, Savill and Hewson are finally enjoying themselves.","Slowdive guitarist Christian Savill's long-running project returns and sounds freshly energized.
",6.7,
The Dogs Are Parading,David Holmes,by: Stuart Berman,Contributor,https://media.pitchfork.com/photos/5929a996ea9e61561daa5a70/1:1/w_160/2365f3ef.jpg,2010-05-06 06:00:02,Electronic,https://www.pitchfork.com/reviews/albums/14205-the-dogs-are-parading/,Interscope,"After 15 years of making other musicians (and several Steven Soderbergh films) sound better, DJ/producer/soundtrack specialist David Holmes has been focusing on himself. His last album, 2008's The Holy Pictures, was about as introspective as a DJ artist album could get, with his own vocal contributions and explicit references to Holmes' parents and Belfast upbringing. Apparently he's still in a reflective mood, dropping this 29-track career-spanning compilation, split into a best-of collection and a companion disc of remixes and obscurities. But more than just provide a convenient entry point to a man whose work has been enjoyed by millions of filmgoers but whose name is known by relatively few, The Dogs Are Parading lets Holmes do what he does best: weave disparate source material into a cinematic whole. It's just that, instead of pulling from his trusty crates of rare-groove vinyl, he now gets to recontextualize his own records. Always thinking in filmic terms, Holmes applies a flashback-styled narrative to The Dogs Are Parading, starting with his most recent work-- the unreleased acid-disco theme to Soderbergh's 2009 Sasha Grey vehicle, The Girlfriend Experience-- before reaching back deeper into his catalogue. While Holmes has some fun early on juxtaposing the heady, Stone Roses rush of The Holy Pictures' ""I Heard Wonders"" and title track with the gritty go-go grooves  of ""My Mate Paul"" and ""Rodney Yates"" (from 1997's breakthrough Let's Get Killed), he tellingly groups all four selections from his 2000 tour de force, Bow Down to the Exit Sign together in a mid-disc suite. Though Bobby Gillespie's star turn ""Slip Your Skin"" is noticeably absent, the Exit Sign tracks included are still prime examples of the album's masterful synthesis of inner-city claustrophobia (""Living Room"") and widescreen, psychedelic splendor (""Jackson Johnson"", ""Hey Lisa""), and illustrate just how far Holmes had moved beyond the big-beat party music he was initially associated with. The Dogs Are Parading makes no bones about being comprehensive; save for the Sarah Cracknell trip-hop time capsule ""Gone"", Holmes' 1995 debut This Film's Crap, Let's Slash the Seats is ignored, and the collection also includes none of Holmes' signature soundtrack work. But the accompanying remix/rarities disc is something more substantial than just a grab-bag afterthought, and instead plays like an alternate-universe extension to the first. Where Disc One closes with The Holy Pictures' mournful instrumental tribute to Holmes' deceased parents, ""The Ballad of Sarah and Jack"", the second disc leads off with a stirring revision by recent Hot Chip/Robert Wyatt collaborators Geese that transforms the track into a string-swept Dirty Three-style weeper. Equally bold are the competing Arab Strap and Mogwai takes on Let's Get Killed's Gainsbourgian funk workout ""Don't Die Just Yet"", with the former using it as a template for another blue-balled Aidan Moffat monologue, and the latter amplifying the song's underlying menace into murderous noise. Not all of these reworkings live up to the star power of the names attached-- the previously unreleased Kevin Shields mix of ""Living Room"" doesn't touch his MBV Arkestra dismemberment of Primal Scream's ""If They Move, Kill 'Em"" from the same era-- while studio leftovers like the percussive jam ""Lower Orders"" don't distinguish themselves in the absence of Holmes' usual conceptual frameworks. But when it comes to compiling the soundtrack to David Holmes' life, we should expect nothing less from him than the extended director's cut.","Veteran producer and frequent Steven Soderbergh collaborator gathers his best work and his best remixes and obscurities.
",7.7,
Relayted,Gayngs,by: Nate Patrin,Contributor,https://media.pitchfork.com/photos/5929a979c0084474cd0c1038/1:1/w_160/9349dbcf.jpg,2010-05-06 06:00:01,Rock,https://www.pitchfork.com/reviews/albums/14188-relayted/,Jagjaguwar,"Gripe about hipster irony all you want, but was there ever any point when the indie/punk underground wasn't dealing in smartassed self-parody? There have always been artists who find humor in making certain styles into grotesque caricatures and using them to point out the absurdity, or greatness, in a genre. The punchline works best when the setup's serious enough to work without it. The problem of irony comes when you're dealing with a setup that most people will probably mistake for the punchline itself. And once you've been tipped to the tone of Relayted, the debut album from the two-dozen-plus-member supergroup Gayngs, well, good luck coming to terms with the slow-jam soft-rock pastiche that's just been dropped on you. Air had a tricky enough sell of it 12 years ago when they tried to convince indie kids that Moog-lounge AM pop was cool. And if the jet-set 1970s fromage of Moon Safari was a tricky kind of chic, imagine it dialed a decade ahead into mid-80s Lite FM fare. If you're not rolling your eyes yet, be patient: You have about 28 seconds before the album's first Skinemax saxophone wail. But Gayngs take this stuff seriously, and if you concentrate really hard, maybe you could, too. It helps that pretty much everybody involved in the band has bona fides, whether in Minneapolis' electro-pop scene (brainchild Ryan Olson of Digitata; Zack Coulter and Adam Hurlburt of Solid Gold; members of Lookbook) or North Carolina folk-rock (the Rosebuds' Ivan Howard; all three members of Megafaun). That elbow-ribbing saxophone actually comes courtesy of Michael Lewis, from much-lauded Twin Cities jazz trio Happy Apple. And there are a lot of strong voices that fade in and out of this thing, too. P.O.S. absolutely kills it on the tense, Pendergrass-gone-Portishead slow-boil of ""No Sweat"", with fellow Doomtree alumna Dessa providing an almost subliminal background counterpoint. And the distant, breathy vocal that sounds like it's emanating from the sunset-hued beach of some early Michael Mann film makes leadoff track ""The Gaudy Side of Town"" sound disarmingly earnest. That's Justin Vernon of Bon Iver. Dude apparently listens to Bone Thugs, go figure. So we're looking at a lot of serious-artist personnel for an album that might seem pretty conceptually farcical otherwise. And while some aspects of this album seem at least somewhat detrimentally tongue-in-cheek-- word has it that every track was recorded at 69 BPM, which does leaden the energy levels a bit-- Relayted doesn't stumble strictly because of its soft-rock and indie-soul leanings. Far from it: The original core trio of Olson, Coulter, and Hurlburt envisioned some kind of tribute to the legacy of 10cc, which explains all the ""I'm Not in Love"" vocal reverb and a straightfaced cover of 10cc vets Godley & Creme's 1985 single ""Cry"". And it sounds credible, even when it's transmuted into jittery, guitar-addled new wave (""Faded High"") or Blade Runnerish soul-jazz (""Ride""). It's only when the extended ether-frolic vibe is rattled by some misplaced short-and-sharp pop-length numbers-- the mid-album stretch of ""False Bottom"", ""The Beatdown"", and ""Crystal Rope"" skews a bit too forceful-- that the seams actually start to show. So Relayted is both better than it had any right to be, given the concept, and about as good as you could expect from the musicians involved. It has all the signs of a gag that got out of hand-- three guys from Minneapolis bantering about soft-rock namedrops who eventually found themselves surrounded by enough smart, likeminded musicians that it somehow wound up destined to sound at least somewhat heartfelt. It's a joke told in reverse, with a potentially cheesy setup that often comes with a surprisingly poignant payoff. Go into this expecting irony, and it might turn your stomach. Take it sincerely, and it'll hit you about a foot higher.","Folkie and electro supergroup-- including Bon Iver, Megafaun, members of the Rosebuds, and leader Ryan Olson-- tackle 80s R&B and Lite FM fare.
",6.5,
